"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"agenda","schedule","agenda.schedule",6,7.31,2.57,9.19,0,NA,8107,1621.4,"NN",602.5,-0.6,1,"synonym","",0.259,0.028,14,0.04,538.928571428571,0.0833431579569541,1,559.7,0.404657653039959,1,163.428571428571,0.397782989366627,0.0714285714285714,-81.7370370370371,-0.719327290710169,0,8,29.76,3.18,9.79,0,NA,13438,1919.71,"NN|VB",760.65,-0.19,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"schedule","agenda",0.768665,"agenda","schedule",0.259,"2.8000000000000001E-2","8.9999999999999993E-3","1.0699999999999999E-2",14,5,"NULL","N","15","36","NULL","N","agenda","schedule",0.259,0.028,0.009,"NULL","NULL",5,36,0,0.057099,3389,8,16,5,69,1,10,5
"agree","disagree","agree.disagree",5,64.67,3.52,11.55,0,NA,6944,1736,"VB",612.52,-0.65,1,"antonym","",0.393,0.264,11,0.54,549,0.0604225875547966,0.978723404255319,493.704545454545,-0.0153345275006917,1,-2.55555555555554,0.275371720669398,-0.0212765957446809,29.3542780748663,0.0434101731818612,0,8,6.63,2.53,10.15,0,NA,12316,1759.43,"VB",695.56,-0.33,1,9,"agree","disagree",0.295238983097988,0.31770589028657,0.240642571414234,"NULL","14.181983","0.482478","0.393","0.264","disagree","agree",0.279738,"agree","disagree",0.393,"0.26400000000000001","0","0",11,51,"NULL","V","9","7","NULL","V","agree","disagree",0.393,0.264,0,"NULL","NULL",51,7,14.181983,0.482478,1183,25,27,9,70,26,13,7
"agreement","disagreement","agreement.disagreement",9,17.49,2.95,10.07,0,NA,16530,2066.25,"NN",620.46,-0.46,1,"antonym","",0.164,0.059,17,0.41,539.153846153846,0.066505114565031,0.961538461538462,573.6,0.509341442637986,0.95,69.6392572944296,0.484343035757636,-0.00397877984084882,-3.29230769230776,-0.259648873959608,-0.05,12,1.53,1.9,8.04,0,NA,21902,1991.09,"NN",786.97,-0.14,0.97,3,"agreement","disagreement",0.221147555084749,0.143606092044448,0.308078220732591,"0.015728917","5.079778","0.395699","0.164","0.059","disagreement","agreement",0.658011,"agreement","disagreement",0.164,"5.8999999999999997E-2","1E-3","9.2999999999999992E-3",17,106,"2.93","N","8","11","NULL","N","agreement","disagreement",0.164,0.059,0.001,"2.93","NULL",106,11,5.079778,0.395699,1184,41,19,6,71,13,10,5
"agriculture","farm","agriculture.farm",11,1.1,1.76,8.61,0,NA,15396,1539.6,"NN",754.61,0.16,1,"supraordinate","",0.283,0,18,0.62,607.259259259259,0.530744089074544,1,512.586206896552,-0.136085598771468,1,-63.9629629629629,-0.294371902390668,0.0370370370370371,25.4450431034483,0.366519640798978,0.0625,4,30.04,3.19,9.29,6,4,3976,1325.33,"NN|VB",604.67,-0.68,1,38,"agriculture","farm",0.255744343389321,0.204455573930448,0.337451205747554,"NULL","19.557989","0.551223","0.283","0","farm","agriculture",0.616915,"agriculture","farm",0.283,"0","0.01","4.4000000000000003E-3",18,23,"NULL","N","12","125","5.53","N","agriculture","farm",0.283,0,0.01,"NULL","5.53",23,125,19.557989,0.551223,1476,21,10,5,72,84,14,6
"ahead","behind","ahead.behind",5,198.33,4,10.16,0,NA,4683,1170.75,"RB|minor",604.58,-0.66,1,"antonym","",0.424,0.027,12,0.61,563.3,0.222351264071754,1,518.85,-0.317042955045233,1,65.1,0.169562374322366,0,20.6777777777778,0.28818980142911,0.0555555555555556,6,187.86,3.98,11.08,0,NA,10734,2146.8,"minor|NN",558.47,-0.76,1,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"behind","ahead",0.522615,"ahead","behind",0.424,"2.7E-2","0","3.44E-2",12,109,"NULL","AD","16","258","NULL","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,9,7,5,73,4,6,5
"ahoy","ship","ahoy.ship",4,3.71,2.28,5.26,0,NA,1401,467,"NN",671.67,-0.32,0.96,"unclassifed","",0.264,0.016,15,0.38,549.342857142857,0.0802522281325252,1,481.692307692308,-0.407810593875683,1,1.51921182266005,-0.315297583339236,0.0344827586206896,-14.2123076923077,-0.152398640665471,0,4,98.88,3.7,10.85,8,0,2907,969,"NN|VB",558.3,-0.78,1,50,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ship","ahoy",0.682228,"ahoy","ship",0.264,"1.6E-2","3.5999999999999997E-2","2.3599999999999999E-2",15,0,"NULL","I","9","83","6.25","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3486,82,42,31,74,3,13,5
"air","breathe","air.breathe",3,139.02,3.85,11.3,5,0,1728,864,"NN|VB",587.54,-0.76,1,"functional property","",0.176,0.368,17,0.64,538.75,-0.0190214567846531,0.95,533.027777777778,-0.0413314134773018,1,4.16999999999996,0.188968259731889,-0.05,-13.6527777777778,0.0492647786147539,0.0833333333333334,7,48.51,3.39,8.04,3,0,14185,2364.17,"VB",661.61,-0.4,1,16,"air","breathe",0.368304629849661,0.400582323601907,0,"0.270582387","12.234361","0.604036","0.176","0.368","breathe","air",0.507767,"air","breathe",0.176,"0.36799999999999999","1.7999999999999999E-2","2.5000000000000001E-3",17,257,"5.67","N","16","7","4.78","V","air","breathe",0.176,0.368,0.018,"5.67","4.78",257,7,12.234361,0.604036,489,268,31,31,76,34,11,5
"airplane","fly","airplane.fly",8,10.92,2.75,8.46,0,NA,10550,1507.14,"NN",562.19,-0.77,1,"functional property","",0.32,0.076,21,0.68,580.727272727273,-0.225424796729281,1,549.428571428571,0.154957944620403,1,-65.1082251082252,-0.0445222024947183,0.0476190476190477,-35.5396825396825,-0.174368610552327,0,3,85,3.64,10.29,4,0,2017,1008.5,"VB|NN",541.7,-0.8,1,65,"airplane","fly",0.215800781124638,0.139619705360334,0,"0.24066795","13.302295","0.660123","0.32","0.076","airplane","fly",0.465623,"airplane","fly",0.32,"7.5999999999999998E-2","2.5999999999999999E-2","5.9999999999999995E-4",21,11,"6.83","N","19","33","5.14","V","airplane","fly",0.32,0.076,0.026,"6.83","5.14",11,33,13.302295,0.660123,1577,214,42,37,78,480,68,49
"airport","plane","airport.plane",7,38.04,3.29,9.38,0,NA,6828,1138,"NN",555.86,-0.67,1,"script","",0.757,0,6,0.75,600.52,0.166737267940705,1,532.058823529412,0.108770439739275,1,-38.0385185185185,-0.0848504760531004,0,23.2611764705883,0.143324486668411,0,5,95.53,3.69,9.84,5,3,8554,2138.5,"NN|VB",643.94,-0.57,0.97,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"plane","airport",0.385117,"airport","plane",0.757,"0","2E-3","1.47E-2",6,19,"6.31","N","12","114","5.31","N","airport","plane",0.757,0,0.002,"6.31","5.31",19,114,13.811392,0.760264,2938,64,14,5,79,46,12,7
"album","record","album.record",5,10.24,2.72,10.59,0,NA,4277,1069.25,"NN",584.81,-0.57,1,"synonym","",0.333,0.13,8,0.4,598,0.347623599169835,0.952380952380952,523.764705882353,-0.0901282732286283,1,19.75,-0.104775274758057,0.0523809523809523,7.69683257918553,-0.00579096293746872,0.0769230769230769,6,85.59,3.64,11.03,1,0,11699,2339.8,"NN",575.44,-0.65,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"record","album",0.556858,"album","record",0.333,"0.13","4.0000000000000001E-3","2.06E-2",8,6,"NULL","N","14","137","NULL","N","album","record",0.333,0.13,0.004,"NULL","NULL",6,137,14.573011,0.407426,3183,1,16,5,82,21,15,9
"all","none","all.none",3,5161.86,5.42,14.35,5,0,4681,2340.5,"minor|RB",577.56,-0.72,1,"antonym","",0.333,0.203,12,0.65,619.47619047619,0.060703857959936,0.904761904761905,461.285714285714,-0.103050429873983,1,-30.047619047619,-0.0436356161312264,-0.0476190476190476,146.18487394958,0.348504201483075,0.117647058823529,4,110.61,3.75,11.41,13,2,7680,2560,"NN",621.16,-0.61,0.91,43,NA,NA,0,0,0,NA,NA,NA,NA,NA,"none","all",0.509369,"all","none",0.333,"0.20300000000000001","4.0000000000000001E-3","1.6400000000000001E-2",12,3001,"2.63","AJ","11","108","2.84","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2653,2,6,5,89,6,11,5
"allegiance","pledge","allegiance.pledge",10,3.12,2.2,7.2,0,NA,16742,1860.22,"NN",858.92,0.33,0.96,"bpa","",0.311,0.316,7,0.49,547.28,0.060298214897728,1,478,-0.00901204094657336,1,36.47,0.311293439206514,0.0277777777777778,159.863636363636,0.496584725955196,0.0454545454545454,6,6.88,2.55,7.86,1,0,10027,2005.4,"NN|VB",594.67,-0.76,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pledge","allegiance",0.514831,"allegiance","pledge",0.311,"0.316","0","4.2799999999999998E-2",7,4,"NULL","N","16","3","2.93","N","allegiance","pledge",0.311,0.316,0,"NULL","2.93",4,3,18.660546,0.437972,2960,2,6,5,90,3,9,5
"allergy","sneeze","allergy.sneeze",7,1.69,1.94,7.92,0,NA,14700,2450,"NN",663.48,-0.39,1,"script","",0.407,0.029,15,0.39,571.75,-0.0300850572065174,1,648.458333333333,0.0562878540672555,0.958333333333333,-34.6287878787879,-0.00359058946658318,0,-136.087962962963,-0.361360987003491,-0.0416666666666666,6,2.94,2.18,6.29,0,NA,3856,771.2,"VB|NN",587,-0.67,1,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sneeze","allergy",0.675423,"allergy","sneeze",0.407,"2.9000000000000001E-2","8.0000000000000002E-3","3.9699999999999999E-2",15,1,"4.7","N","13","3","5.51","V","allergy","sneeze",0.407,0.029,0.008,"4.7","5.51",1,3,27.468754,0.361506,3608,72,51,49,91,22,10,6
"allow","let","allow.let",5,44.37,3.35,11.25,3,0,6836,1709,"VB|NN",587.41,-0.58,0.96,"synonym","",0.461,0.283,16,0.25,532.807692307692,-0.00750116252984902,1,561.535714285714,0.115548740837309,1,-15.7362637362637,-0.186569667911213,0,-69.8993506493507,-0.404721350363032,0,3,2419.24,5.09,12.24,16,3,4770,2385,"VB|NN",576.91,-0.75,1,10,"allow","let",0.338544348413995,0.30975959293767,0.852834533805323,"0.266548935","0","0.215081","0.461","0.283","let","allow",0.50458,"allow","let",0.461,"0.28299999999999997","1.2999999999999999E-2","8.6E-3",16,72,"2.64","V","14","384","NULL","V","allow","let",0.461,0.283,0.013,"2.64","NULL",72,384,0,0.215081,2278,10,14,5,93,6,9,5
"alone","lonely","alone.lonely",5,308.53,4.2,10.84,3,2,11414,2853.5,"RB|JJ",558.07,-0.75,1,"script","",0.215,0.219,19,0.6,546.896551724138,-0.0897159431320566,1,501.1,0.0475239407804454,1,36.8913270637408,-0.0340771957821792,0.0303030303030303,43.9967741935484,0.083260443096298,0,6,41.67,3.33,8.49,1,1,11628,2325.6,"JJ|RB",624.97,-0.68,1,16,"alone","lonely",0.300752665658205,0,0.432293900976549,"0.355979427","NULL","NULL","0.215","0.219","alone","lonely",0.407888,"alone","lonely",0.215,"0.219","4.0000000000000001E-3","2.12E-2",19,195,"3.81","AJ","17","25","2.5299999999999998","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335,2,11,5,95,5,7,5
"alphabet","letters","alphabet.letters",8,2.49,2.11,7.96,0,NA,8062,1151.71,"NN",633.14,-0.48,1,"perceptual property","",0.412,0.144,11,0.8,594.105263157895,0.314042518030259,1,512.708333333333,-0.245269790231896,1,-84.9052631578947,-0.518592760550161,0,20.2462121212121,0.150460279280992,0,7,37.45,3.28,10.4,2,0,17468,2911.33,"NN",640.47,-0.57,1,10,"alphabet","letters",0.245441136560372,0.225279068343231,0.379307989100914,"NULL","15.506761","0.780433","0.412","0.144","letters","alphabet",0.571789,"alphabet","letters",0.412,"0.14399999999999999","2.1000000000000001E-2","4.7000000000000002E-3",11,2,"NULL","N","17","115","5.52","N","alphabet","letters",0.412,0.144,0.021,"NULL","5.52",2,115,15.506761,0.780433,2280,41,20,7,96,30,8,5
"alter","change","alter.change",5,4.78,2.39,8.98,3,1,13992,3498,"VB",557.48,-0.69,1,"synonym","",0.633,0.031,4,0.44,485.041666666667,-0.494307638157655,1,543.625,-0.263221920226312,0.975,26.4940476190476,0.0859230459399217,0,-99.7916666666667,-0.290953318978638,-0.025,6,240.35,4.09,11.96,2,0,11275,2255,"NN|VB",629.94,-0.63,0.97,52,NA,NA,0,0,0,NA,NA,NA,NA,NA,"change","alter",0.4949,"alter","change",0.633,"3.1E-2","2E-3","0",4,15,"4.26","V","15","240","3.06","V","alter","change",0.633,0.031,0.002,"4.26","3.06",15,240,0,0.393667,692,4,10,5,98,12,9,5
"alto","soprano","alto.soprano",4,1.35,1.85,8.67,2,2,4801,1600.33,"NN",609.12,-0.5,0.96,"category","",0.243,NA,15,0.76,611.979591836735,0.480104961607122,1,526.555555555556,-0.209797187940906,1,72.3888292158969,0.88355709689224,0.0526315789473685,46.8506944444445,0.711374773788858,0,7,2.65,2.13,6.82,0,NA,10269,1711.5,"NN|JJ",699.52,-0.34,0.94,3,"alto","soprano",0.68155928398371,0.570290843738481,0.677173155377951,"NULL","NULL","NULL","0.243","null","soprano","alto",0.656284,"alto","soprano",0.243,"NULL","NULL","NULL",15,4,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3644,26,24,9,99,36,15,6
"always","forever","always.forever",6,655.25,4.52,12.21,0,NA,4411,882.2,"RB",530.7,-0.86,1,"synonym","",0.378,0.27,6,0.48,530.363636363636,-0.195996972368709,1,542.944444444444,0.0354925542912812,1,-1.66798418972337,0.318355558546254,0,96.9722222222222,0.341620728903509,0,7,88.8,3.66,9.94,0,NA,16429,2738.17,"RB|NN",655.06,-0.43,0.97,24,"always","forever",0.444959267888187,0.38139580772092,0.534135276306384,"0.387128963","NULL","NULL","0.378","0.27","always","forever",0.487377,"always","forever",0.378,"0.27","4.0000000000000001E-3","3.2199999999999999E-2",6,458,"2.4500000000000002","AD","14","39","1.95","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,36,27,9,101,10,11,5
"amaze","wonder","amaze.wonder",5,1.61,1.92,6.69,0,NA,3233,808.25,"VB",612.21,-0.5,1,"synonym","",0.137,0.185,16,0.13,481,-0.428970176092855,1,534.166666666667,0.0468309568210585,1,102.40625,0.731173128210806,0.03125,12.376811594203,-0.0937252898185617,0,6,116.98,3.78,10.86,5,0,15469,3093.8,"NN|VB",590.88,-0.68,0.97,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"wonder","amaze",0.791481,"amaze","wonder",0.137,"0.185","2E-3","2E-3",16,3,"NULL","V","14","67","1.94","N","amaze","wonder",0.137,0.185,0.002,"NULL","1.94",3,67,15.527468,0.107361,4382,3,16,5,104,1,10,5
"ambition","goal","ambition.goal",8,5.35,2.44,7.14,0,NA,16059,2294.14,"NN",705.64,-0.05,1,"unclassifed","",0.23,0.013,18,0.3,509.038461538462,-0.13748454489537,1,495.375,-0.140307798566743,0.96875,113.271883289125,0.376072383750796,0,-26.0416666666667,-0.3924316742758,-0.03125,4,16.75,2.93,10.17,4,0,3845,1281.67,"NN",544.28,-0.79,0.97,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"goal","ambition",0.66987,"ambition","goal",0.23,"1.2999999999999999E-2","6.0000000000000001E-3","2.5000000000000001E-3",18,19,"3.21","N","21","60","3.4","N","ambition","goal",0.23,0.013,0.006,"3.21","3.4",19,60,9.821639,0.256463,1737,4,11,5,106,23,12,5
"ambulance","emergency","ambulance.emergency",9,22.41,3.06,7.24,0,NA,11460,1432.5,"NN",664.44,-0.35,0.96,"script","",0.174,0.13,18,0.76,590.333333333333,0.315912091133923,0.96969696969697,579.058823529412,0.526510401007357,1,-12.4791666666667,0.169024214010815,-0.0303030303030303,56.1911764705883,0.206259964504999,0.0277777777777778,9,54.43,3.44,9.5,1,0,15821,1977.63,"NN",693.97,-0.27,0.97,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ambulance","emergency",0.460134,"ambulance","emergency",0.174,"0.13","1.4E-2","2.1899999999999999E-2",18,6,"7","N","23","29","3.25","N","ambulance","emergency",0.174,0.13,0.014,"7","3.25",6,29,16.367684,0.689525,1340,12,11,8,108,175,22,22
"american","flag","american.flag",8,102.22,3.72,11.69,1,0,19300,2757.14,"JJ|NN",577.31,-0.62,1,"fpa","",0.2,0.269,19,0.3,550.809523809524,0.115920478959486,1,567.821428571429,0.154139409492358,1,-30.4411027568923,0.211941752146062,0.0526315789473685,7.46428571428578,-0.05485268907034,0,4,17.49,2.95,9.64,9,1,3276,1092,"NN|VB",533.7,-0.78,0.97,32,"american","flag",0.475332253060902,0.451442922944233,0.164877965111994,"0.332150443","13.598412","0.258827","0.2","0.269","american","flag",0.723269,"american","flag",0.2,"0.26900000000000002","0.01","0",19,569,"NULL","AJ","12","16","6.2","N","american","flag",0.2,0.269,0.01,"NULL","6.2",569,16,13.598412,0.258827,1541,63,35,15,110,84,13,9
"ancestor","relative","ancestor.relative",8,1.69,1.94,7.6,0,NA,18687,2669.57,"NN",705.46,-0.17,0.96,"supraordinate","",0.196,0,18,0.08,573.928571428571,0.124777173790725,0.964285714285714,528.37037037037,0.0861645273983339,1,-25,-0.279792877221374,0.107142857142857,58.1884531590414,0.5236054068804,0,8,7.78,2.6,9.81,0,NA,20027,2861,"JJ|NN",663.85,-0.56,1,19,"ancestor","relative",0.508427423273524,0.245234250382661,0.0815185254637208,"NULL","1.43493","0.049554","0.196","0","relative","ancestor",0.757903,"ancestor","relative",0.196,"0","4.0000000000000001E-3","1.0800000000000001E-2",18,7,"NULL","N","16","46","5.18","AJ","ancestor","relative",0.196,0,0.004,"NULL","5.18",7,46,1.43493,0.049554,3201,35,41,17,116,25,14,7
"angel","heaven","angel.heaven",5,78.27,3.6,9.81,1,0,10347,2586.75,"NN",593.08,-0.63,1,"script","",0.327,0.05,14,0.41,502.888888888889,-0.352453240249881,1,505.888888888889,-0.24719164365666,1,42.0111111111111,0.741347396506443,0,39.6405228758169,0.293533172774253,0.0588235294117647,6,56.61,3.46,9.7,3,0,9664,1932.8,"NN",613.09,-0.64,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"heaven","angel",0.541016,"angel","heaven",0.327,"0.05","8.9999999999999993E-3","1.0200000000000001E-2",14,18,"3.41","N","9","43","2.75","N","angel","heaven",0.327,0.05,0.009,"3.41","2.75",18,43,19.376841,0.333189,1901,5,6,5,119,88,15,9
"angle","geometry","angle.geometry",5,14.92,2.88,9.27,2,0,11254,2813.5,"NN|VB",641.18,-0.29,1,"script","",0.179,0.081,16,0.45,578.45,0.380670316973173,1,623.25,0.304144519305502,0.964285714285714,7.54999999999995,-0.279530634322726,0,-26.15,0.491853753384724,-0.0357142857142857,8,1.84,1.98,8.66,0,NA,8087,1155.29,"NN",745.45,-0.28,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"geometry","angle",0.748103,"angle","geometry",0.179,"8.1000000000000003E-2","1.2E-2","4.3900000000000002E-2",16,51,"5.19","V","11","9","3.33","N","angle","geometry",0.179,0.081,0.012,"5.19","3.33",51,9,16.609916,0.39743,1708,19,14,5,121,15,14,7
"annihilate","destroy","annihilate.destroy",10,0.71,1.57,5.7,0,NA,18476,2052.89,"VB",903.55,0.55,0.8,"synonym","",0.232,0.028,12,0.16,578.535714285714,0.354743824571922,1,462.382352941176,-0.146791852073915,0.941176470588235,-40.1757142857143,-0.462010789634154,0,160.925339366516,0.0974991775997536,-0.0588235294117647,7,47.18,3.38,9.77,0,NA,14625,2437.5,"VB",644.72,-0.49,0.97,41,"annihilate","destroy",0.0476327384448234,0,0,"NULL","6.329515","0.193154","0.232","0.028","destroy","annihilate",0.370353,"annihilate","destroy",0.232,"2.8000000000000001E-2","3.5999999999999997E-2","3.7999999999999999E-2",12,1,"NULL","V","24","48","3.63","V","annihilate","destroy",0.232,0.028,0.036,"NULL","3.63",1,48,6.329515,0.193154,1136,242,43,36,126,24,7,5
"annoying","irritating","annoying.irritating",8,11.12,2.75,9.5,0,NA,15745,2249.29,"JJ|VB|NN",596.71,-0.6,1,"synonym","",0.086,0.257,24,0.16,512.315789473684,-0.0298112950573206,1,730.115384615385,1.20324292544309,1,136.739766081871,0.646639876871378,0.0555555555555556,-134.035384615385,-0.629332557783538,0,10,2.18,2.05,7.72,1,0,28102,3122.44,"JJ|VB",839.53,0.14,0.97,2,"annoying","irritating",0.188758368735683,0.0809498825223912,0.0961163314089687,"0.244560568","NULL","NULL","0.086","0.257","annoying","irritating",0.315339,"annoying","irritating",0.086,"0.25700000000000001","1E-3","1.8E-3",24,6,"NULL","AJ","16","4","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,14,14,5,129,69,29,10
"anteater","ant","anteater.ant",8,0.22,1.08,4.26,0,NA,27449,3921.29,"NN",922.14,0.67,0.92,"functional property","",0.29,0.017,9,0.14,541.848484848485,-0.00115748663423884,0.96969696969697,528.4,-0.0358210365028718,1,-5.18181818181824,0.0875537764981736,-0.0303030303030303,-41.9185185185185,-0.236289500929833,0.0370370370370371,3,5.35,2.44,7.93,7,6,6501,3250.5,"NN",592.87,-0.61,0.94,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ant","anteater",0.636113,"anteater","ant",0.29,"1.7000000000000001E-2","2.8000000000000001E-2","7.6E-3",9,1,"6.16","N","14","6","6","N","anteater","ant",0.29,0.017,0.028,"6.16","6",1,6,14.548629,0.125631,134,125,13,13,135,188,15,9
"antidote","cure","antidote.cure",8,4.33,2.35,6,0,NA,18012,2573.14,"NN",705.5,-0.19,0.92,"synonym","",0.192,0,10,0.14,556.40625,0.0925468030015149,1,551.35,-0.0705362013737665,0.95,-24.95625,0.137451542168236,0.05,-41.9306451612903,0.234829692251905,0.0467741935483871,4,20.84,3.03,9.05,11,5,6553,2184.33,"NN|VB",631.18,-0.53,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cure","antidote",0.533155,"antidote","cure",0.192,"0","3.7999999999999999E-2","1.8100000000000002E-2",10,2,"4.3","N","15","28","3.54","N","antidote","cure",0.192,0,0.038,"4.3","3.54",2,28,4.248503,0.160467,1036,25,23,9,137,5,8,5
"antlers","deer","antlers.deer",7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"perceptual property","",0.645,0,6,0.66,565.571428571429,-0.0132873562561284,1,531.658536585366,-0.146349702887425,0.975609756097561,-59.3809523809524,-0.0887669668975167,0,67.9128919860627,0.338120241881264,-0.024390243902439,4,8.71,2.65,8.5,11,3,9633,3211,"NN",580.91,-0.73,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"deer","antlers",0.462926,"antlers","deer",0.645,"0","5.0000000000000001E-3","3.8999999999999998E-3",6,3,"NULL","N","18","13","3.96","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096,223,21,21,140,65,18,9
"anxiety","nervous","anxiety.nervous",7,6.76,2.54,7.89,0,NA,6949,1158.17,"NN",678.64,-0.18,1,"","",0.127,0,19,0.18,557.05,0.305634525620433,1,510.972222222222,0.0210593207294787,1,-2.68636363636358,-0.204976504350736,0.0303030303030303,49.1527777777778,0.0220742409618236,0,7,67.16,3.53,8.81,0,NA,12053,2008.83,"JJ|NN",587.52,-0.64,0.97,32,"anxiety","nervous",0.175134643609694,0.110550667243922,0.151274396880344,"0.12857183","NULL","NULL","0.127","0","nervous","anxiety",0.607675,"anxiety","nervous",0.127,"0","1.6E-2","8.3999999999999995E-3",19,42,"1.63","N","19","24","3.3","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626,47,32,15,141,11,13,5
"apathetic","sympathetic","apathetic.sympathetic",9,0.35,1.28,6.14,0,NA,17647,2205.88,"JJ",814.42,0.32,0.93,"antonym","",0.133,0.059,16,0.23,643.55,1.15617242938158,1,572.615384615385,0.410475482949323,1,-38.4010638297872,-0.44996455918515,0.0212765957446809,35.3369963369963,0.110590948050766,0,11,3.8,2.29,7.81,0,NA,18021,1802.1,"JJ",838.16,0.02,0.94,2,"apathetic","sympathetic",0.291340926671239,0.257424228463258,0,"0.182158199","NULL","NULL","0.133","0.059","sympathetic","apathetic",0.810178,"apathetic","sympathetic",0.133,"5.8999999999999997E-2","1E-3","2.01E-2",16,1,"NULL","AJ","21","35","3.12","ADJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3891,7,13,5,145,7,14,5
"apathy","sympathy","apathy.sympathy",6,0.47,1.4,6.92,0,NA,7724,1544.8,"NN",651.67,-0.31,0.96,"antonym","",0.257,0.029,10,0.29,531.1,0.04131740201346,1,663.380952380952,0.95340579265592,1,2.43846153846152,0.17473773873112,0,-151.902691511387,-0.846094740875554,0,8,8.35,2.63,8.23,0,NA,8098,1156.86,"NN",669.5,-0.42,0.91,6,"apathy","sympathy",0.229880210892535,0.138732765049425,0.163475590826794,"NULL","9.958076","0.229074","0.257","0.029","sympathy","apathy",0.71359,"apathy","sympathy",0.257,"2.9000000000000001E-2","1.4999999999999999E-2","1.38E-2",10,3,"3.6","N","18","44","NULL","N","apathy","sympathy",0.257,0.029,0.015,"3.6","NULL",3,44,9.958076,0.229074,3892,28,10,5,146,41,22,7
"appearance","looks","appearance.looks",10,11.59,2.77,9.47,0,NA,17445,1938.33,"NN",676.37,-0.47,1,"synonym","",0.427,0.103,16,0.29,519.45,-0.301866763204095,1,518.166666666667,-0.0925774394172176,1,29.0205882352941,0.428829744389704,0,28.425925925926,-0.01928242904616,0,5,311.49,4.2,11.17,7,1,2864,716,"VB|NN",586.48,-0.75,0.97,10,"appearance","looks",0.436888108999967,0.284979403549938,0.197285097980659,"NULL","NULL","NULL","0.427","0.103","looks","appearance",0.652241,"appearance","looks",0.427,"0.10299999999999999","0","1.41E-2",16,57,"3.4","N","19","78","3.74","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2338,87,30,12,151,106,14,7
"apple","red","apple.red",5,23.67,3.08,11.1,2,0,5572,1393,"NN",608.78,-0.58,1,"bpa","",0.208,0,17,0.27,503.914285714286,-0.15443876311144,1,484.115384615385,-0.362987845741451,1,57.5857142857143,0.129704959985838,0,23.5688259109311,0.177916742800714,0.0526315789473685,3,148.06,3.88,11.55,11,0,9027,4513.5,"JJ|NN",542.76,-0.86,0.97,141,NA,NA,0,0,0,NA,NA,NA,NA,NA,"red","apple",0.844431,"apple","red",0.208,"0","6.0000000000000001E-3","4.7999999999999996E-3",17,9,"7","V","14","197","4.97","N","apple","red",0.208,0,0.006,"7","4.97",9,197,16.724086,0.219541,3185,8,8,5,153,312,48,39
