TargetWord,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP_LDT_RT,ELP_LDT_Z,ELP_LDT_Acc,TargetFanIn
magazine,8,33.2,3.23,11.01,0,,12477,1782.43,NN,609.91,-0.55,1,29
magic,5,52.69,3.43,10.78,1,0,5334,1333.5,NN|VB,611.91,-0.62,1,19
maid,4,22.82,3.07,7.45,7,6,3445,1148.33,NN,661.81,-0.52,0.97,13
mail,4,36.84,3.27,12.47,16,0,4031,1343.67,NN|VB,615.82,-0.62,1,20
major,5,104.76,3.73,11.52,2,0,4596,1149,JJ|NN,566.1,-0.72,1,23
make,4,1387.75,4.85,13.16,17,0,2909,969.67,VB|NN,621.23,-0.61,0.91,64
maker,5,4.92,2.4,9,4,2,9071,2267.75,NN,597.18,-0.67,0.97,8
male,4,33.94,3.24,10.98,23,3,8160,2720,JJ|NN,616,-0.71,0.94,20
mall,4,18.9,2.98,8.96,16,8,6361,2120.33,NN,607.26,-0.55,1,12
man,3,1845.75,4.97,12.15,16,2,5163,2581.5,NN|VB,512.53,-1,0.97,171
manners,7,12.76,2.81,8,1,0,15435,2572.5,NN,658.77,-0.46,0.94,12
many,4,359.43,4.26,13.07,3,0,5319,1773,JJ|NN|minor,620.43,-0.57,0.88,46
map,3,31.82,3.21,10.16,18,3,2553,1276.5,NN|VB,586.97,-0.68,1,20
marker,6,5.24,2.43,8.23,4,2,11975,2395,NN,591.37,-0.65,1,5
market,6,36.24,3.27,11.5,2,0,7167,1433.4,NN|VB,594.38,-0.74,1,13
marriage,8,77.06,3.59,9.97,1,0,11212,1601.71,NN,593.85,-0.61,1,37
marry,5,104.35,3.73,8.97,8,4,5857,1464.25,VB,629.18,-0.47,0.97,9
massage,7,11.08,2.75,8.3,2,2,7434,1239,NN,694.81,-0.39,0.91,5
material,8,22.14,3.05,10.99,1,0,23476,3353.71,NN|JJ,605.06,-0.56,1,24
math,4,16.39,2.92,9.82,11,2,7184,2394.67,NN,687.5,-0.5,0.94,80
maybe,5,926.45,4.67,12.02,0,,3007,751.75,RB|NN,594.41,-0.51,1,15
maze,4,2.55,2.12,8.78,13,3,2288,762.67,NN,624.41,-0.63,0.97,5
me,2,9241.94,5.67,14.08,7,2,1741,1741,minor,609.45,-0.67,1,104
mean,4,1243.98,4.8,11.93,9,0,7039,2346.33,VB|NN,634,-0.63,1,119
meaning,7,37.33,3.28,10.37,2,0,19371,3228.5,NN|VB,622.79,-0.64,0.97,13
meat,4,43.65,3.35,9.61,13,5,7737,2579,NN,579.35,-0.75,1,68
medicine,8,34.2,3.24,9.89,0,,20551,2935.86,NN,655.91,-0.44,0.97,46
meet,4,352.27,4.25,10.78,5,0,3965,1321.67,VB|NN,599.38,-0.61,1,11
meeting,7,132.39,3.83,10.54,1,0,19556,3259.33,NN|VB,648.12,-0.46,1,18
men,3,372.76,4.28,11.5,14,1,5557,2778.5,NN,540.55,-0.84,0.97,29
messy,5,6.86,2.55,7.8,2,0,8028,2007,JJ,597.84,-0.54,1,19
metal,5,19.45,3,10.24,2,0,8036,2009,NN,585.36,-0.68,0.97,45
middle,6,89.2,3.66,10.72,5,0,6152,1230.4,NN|JJ,649.94,-0.51,0.94,17
mile,4,21,3.03,9.18,21,6,6220,2073.33,NN,618.12,-0.59,0.97,7
milk,4,42.53,3.34,9.63,7,0,2910,970,NN|VB,526.31,-0.86,1,42
mind,4,484.61,4.39,11.78,13,2,10029,3343,NN|VB,572.84,-0.77,0.97,51
mine,4,250.98,4.11,11.4,20,3,10542,3514,NN|VB|minor,603.15,-0.58,0.97,27
minimum,7,8.14,2.62,11.38,0,,11657,1942.83,NN|JJ,800.65,-0.06,0.94,2
minor,5,12.82,2.82,10.17,2,0,11820,2955,JJ|NN,645.18,-0.63,1,8
minus,5,7.86,2.6,8.34,6,3,10006,2501.5,minor|VB,734.81,-0.16,0.97,8
minute,6,377.49,4.28,10.3,0,,13875,2775,NN,637.69,-0.67,1,8
mirror,6,24.18,3.09,10.21,0,,7656,1531.2,NN|VB,560.15,-0.66,1,19
mist,4,3.55,2.26,8.09,10,6,7696,2565.33,NN|VB,690.24,-0.31,0.97,8
mistake,7,101.96,3.72,10.14,0,,10802,1800.33,NN|VB,606.44,-0.61,1,19
misunderstand,13,3.29,2.23,7.22,0,,29528,2460.67,VB,834.56,0.09,0.97,3
mix,3,16.35,2.92,9.89,4,3,1419,709.5,NN|VB,645.09,-0.44,1,18
mixture,7,2.47,2.1,8.94,1,0,8178,1363,NN,653.53,-0.6,0.94,5
mob,3,12.94,2.82,8.93,11,4,1323,661.5,NN,627.12,-0.49,1,5
modern,6,18.24,2.97,10.47,0,,10735,2147,JJ|NN,634.39,-0.63,1,6
mold,4,4.29,2.34,8.23,12,9,2591,863.67,NN|VB,710.45,-0.38,0.97,20
mom,3,430.39,4.34,9.67,6,1,2181,1090.5,NN,572.56,-0.85,1,35
money,5,640.76,4.51,12.25,3,0,8081,2020.25,NN,603.24,-0.66,1,302
monk,4,7.37,2.58,8.24,5,1,5856,1952,NN,667.18,-0.39,0.97,5
monkey,6,33.51,3.23,8.49,1,0,6990,1398,NN|VB,612.21,-0.69,1,23
monster,7,38.86,3.3,9.66,1,0,21548,3591.33,NN,610.58,-0.71,1,22
monthly,7,2.98,2.18,10.11,0,,11526,1921,JJ|RB,651.31,-0.37,1,6
moon,4,49.96,3.41,10.33,11,1,6496,2165.33,NN|VB,613.74,-0.77,1,37
more,4,1298.59,4.82,13.89,18,0,8260,2753.33,JJ|RB,560.94,-0.79,1,26
morning,7,439,4.35,10.5,1,0,16523,2753.83,NN,596.39,-0.68,0.97,28
most,4,350.76,4.25,13.11,10,0,5374,1791.33,RB|JJ,575.85,-0.81,1,11
motel,5,18.18,2.97,7.42,3,2,7998,1999.5,NN,582.06,-0.73,0.97,6
mother,6,479.92,4.39,10.65,1,0,11103,2220.6,NN,566.21,-0.67,1,48
motion,6,18.96,2.99,9.86,3,0,13760,2752,NN|VB,612.56,-0.64,0.94,13
motorcycle,10,8.92,2.66,8.22,0,,10673,1185.89,NN,683.56,-0.4,1,9
mountain,8,35.39,3.26,10.46,1,0,17204,2457.71,NN,587.88,-0.69,1,59
mountains,9,18.65,2.98,9.12,1,0,19060,2382.5,NN,616.65,-0.56,1,4
mouse,5,19.12,2.99,10.54,7,1,6138,1534.5,NN,623.12,-0.71,0.94,20
mouth,5,104.41,3.73,10.44,4,2,4904,1226,NN,537.91,-0.78,1,47
move,4,418.14,4.33,11.29,9,2,3406,1135.33,VB|NN,611.91,-0.58,1,58
movement,8,14.84,2.88,10.33,0,,12992,1856,NN,659.64,-0.43,1,12
movie,5,122.96,3.8,11.02,0,,3525,881.25,NN,587.18,-0.67,1,103
mud,3,14.82,2.88,9.35,6,1,713,356.5,NN,556.58,-0.69,0.97,27
multiply,8,1.94,2,8.15,1,1,9386,1340.86,VB,677.94,-0.34,1,9
murder,6,112.1,3.76,9.86,0,,11101,2220.2,NN|VB,623.06,-0.7,0.97,28
murderer,8,26.57,3.13,7.6,1,1,21805,3115,NN,759.41,-0.22,0.97,4
muscle,6,13.61,2.84,9.14,0,,6696,1339.2,NN|VB,597.85,-0.62,1,34
music,5,151.65,3.89,11.81,0,,5814,1453.5,NN,554.41,-0.79,0.97,132
mustache,8,4.94,2.4,6.19,0,,11996,1713.71,NN,691.61,-0.2,0.97,3
nail,4,18.65,2.98,8.43,11,5,3778,1259.33,NN|VB,544.06,-0.8,1,29
naked,5,39.25,3.3,9.5,6,1,7141,1785.25,JJ,594.8,-0.75,1,7
name,4,641.86,4.51,12.6,8,1,4113,1371,NN|VB,617.38,-0.63,1,37
narrow,6,7.02,2.56,9.22,4,0,7799,1559.8,JJ|VB,579.97,-0.67,1,9
nature,6,45.16,3.36,10.85,1,0,12243,2448.6,NN,568.91,-0.73,0.97,23
navy,4,25.69,3.12,9.1,1,0,1819,606.33,NN|JJ,605.21,-0.53,0.97,16
near,4,83.1,3.63,11.27,13,2,7055,2351.67,minor|JJ|VB|RB,582.12,-0.81,1,14
neat,4,12.45,2.8,9.38,12,6,8271,2757,JJ|NN,651.19,-0.53,0.94,21
neck,4,59.51,3.48,9.61,5,2,4519,1506.33,NN|VB,570.38,-0.68,0.97,23
necklace,8,9.75,2.7,7.05,0,,9771,1395.86,NN,731.13,-0.36,0.88,12
need,4,1294.9,4.82,12.94,7,0,7630,2543.33,NN|VB,613.64,-0.67,0.97,32
needle,6,11.92,2.78,8.53,0,,11358,2271.6,NN|VB,576.36,-0.76,1,32
negative,8,25.65,3.12,10.1,0,,15055,2150.71,JJ|NN,668.35,-0.46,1,12
neighborhood,12,36.69,3.27,8.79,0,,10169,924.45,NN,761.43,0.02,1,9
nephew,6,16.59,2.93,7.22,0,,5559,1111.8,NN,667.3,-0.49,1,2
nervous,7,67.16,3.53,8.81,0,,12053,2008.83,JJ|NN,587.52,-0.64,0.97,32
neuron,6,0.14,0.9,6.65,0,,10527,2105.4,NN,748.53,-0.18,0.97,2
neutron,7,1.24,1.81,7.72,0,,11803,1967.17,NN,823.53,0.28,0.88,3
never,5,1362.55,4.84,12.62,4,0,10818,2704.5,RB|NN,612.94,-0.65,1,30
new,3,723.78,4.57,13.47,10,0,2584,1292,JJ|NN,627.27,-0.61,1,75
news,4,164.69,3.92,11.91,4,0,2696,898.67,NN,636.45,-0.6,0.97,33
newspaper,9,23.69,3.08,9.73,0,,13321,1665.13,NN,600.12,-0.56,1,37
newton,6,3.75,2.28,9.35,0,,8569,1713.8,NN,716.91,-0.21,1,4
nice,4,649.51,4.52,11.64,8,0,5442,1814,JJ,561.73,-0.86,1,115
night,5,866.04,4.65,11.49,7,2,3147,786.75,NN,540.39,-0.78,0.97,56
no,2,5971.55,5.48,13.96,7,3,799,799,minor|RB,526.58,-0.89,0.94,63
noise,5,34.88,3.25,9.94,4,0,5939,1484.75,NN,525.28,-0.85,0.97,65
none,4,110.61,3.75,11.41,13,2,7680,2560,NN,621.16,-0.61,0.91,43
noodles,7,,,,,,,,,,,,7
normal,6,70.37,3.56,11.17,2,0,8880,1776,JJ|RB,638.53,-0.62,1,19
nose,4,69.75,3.55,9.54,12,5,3675,1225,NN|VB,572.31,-0.73,1,49
not,3,5424.96,5.44,14.77,15,0,1704,852,RB,632.19,-0.56,0.97,46
note,4,53.55,3.44,11.79,7,0,6099,2033,NN|VB,568.46,-0.74,1,15
nothing,7,853.61,4.64,11.99,0,,14927,2487.83,NN,666.26,-0.4,0.97,37
novel,5,10.06,2.71,9.41,2,0,4975,1243.75,NN,657.09,-0.46,1,16
novice,6,0.8,1.62,8.56,1,1,6031,1206.2,NN,739.04,-0.19,0.85,5
now,3,3202.61,5.21,13.3,15,3,1485,742.5,RB|JJ|NN,550.89,-0.88,1,44
number,6,240.94,4.09,12.55,1,0,8351,1670.2,NN|VB,564.44,-0.72,1,66
nun,3,6.96,2.55,7.57,10,6,2127,1063.5,NN,604.34,-0.58,0.97,10
nurse,5,44.98,3.36,8.8,3,1,5125,1281.25,NN|VB,541.17,-0.85,0.91,13
nut,3,15.63,2.9,8.4,11,6,1213,606.5,NN,645.91,-0.66,0.97,17
object,6,25.76,3.12,10.87,1,0,2975,595,NN,604.12,-0.61,0.97,23
obsession,9,5.67,2.46,7.77,0,,17486,2185.75,NN,743.31,-0.32,0.97,3
obstacle,8,2.59,2.12,7.46,0,,11484,1640.57,NN,763.71,-0.2,1,6
ocean,5,30.29,3.19,9.31,0,,7579,1894.75,NN,588.06,-0.72,0.97,73
octopus,7,1.94,2,6.8,0,,5769,961.5,NN,759.88,-0.14,0.97,2
odd,3,24.04,3.09,9.7,3,2,741,370.5,JJ,615.38,-0.58,0.97,17
off,3,1179.51,4.78,12.65,2,0,603,301.5,minor|NN|JJ|VB,530.12,-0.72,0.97,31
offense,7,16.47,2.92,8.99,1,0,8877,1479.5,NN,668.82,-0.3,1,4
office,6,203.9,4.02,11.39,0,,5327,1065.4,NN,598.68,-0.62,0.93,33
often,5,57.35,3.47,11.68,0,,8571,2142.75,RB,632.55,-0.62,0.88,10
oil,3,41.08,3.32,10.46,3,0,1782,891,NN,604.06,-0.7,1,39
okay,4,2006.27,5.01,10.43,0,,766,255.33,JJ|minor|NN|VB,593.21,-0.6,1,18
old,3,608.94,4.49,12.38,1,0,1627,813.5,JJ|NN,636.28,-0.73,0.94,115
on,2,6955.73,5.55,15.08,9,2,4606,4606,minor|JJ,560.06,-0.74,1,24
once,4,344.88,4.25,12.15,0,,7636,2545.33,RB|NN,579.84,-0.72,0.97,7
one,3,3072.24,5.2,14.17,3,0,6881,3440.5,minor|NN,592.65,-0.79,0.97,66
onion,5,4.24,2.34,7.86,2,1,13238,3309.5,NN,676.33,-0.5,1,9
open,4,320.41,4.21,11.88,3,0,6230,2076.67,JJ|VB|NN|RB,554.47,-0.78,1,70
opening,7,38.43,3.29,10.33,0,,18562,3093.67,NN|VB,556.78,-0.7,0.97,10
operation,9,43.94,3.35,10.26,0,,27758,3469.75,NN,717,-0.35,1,8
orange,6,22.31,3.06,9.51,1,0,14477,2895.4,JJ|NN,608.06,-0.7,0.97,43
order,5,156.57,3.9,12.17,1,0,12145,3036.25,NN|VB,545.68,-0.78,1,35
organize,8,4.31,2.34,8.55,0,,9775,1396.43,VB,688.39,-0.3,1,14
orgasm,6,4.18,2.33,8.74,0,,5652,1130.4,NN,716.94,-0.3,1,4
out,3,3865.31,5.29,13.9,10,1,2617,1308.5,minor|JJ,531.81,-0.89,0.94,86
outdoors,8,2.1,2.03,7.94,0,,8370,1195.71,RB|NN,568.16,-0.63,1,5
oven,4,8.88,2.66,8.27,5,3,6258,2086,NN,598.76,-0.64,1,15
owl,3,5.61,2.46,8.26,4,3,771,385.5,NN,576.94,-0.61,0.97,4
own,3,459.2,4.37,12.56,2,0,851,425.5,JJ|VB,602.38,-0.66,1,17
owner,5,23.24,3.07,10.21,1,0,9288,2322,NN,624.58,-0.61,0.97,10
oxygen,6,13.88,2.85,8.65,0,,5159,1031.8,NN|JJ,628.61,-0.49,0.97,11
oyster,6,3.06,2.2,7.03,1,0,14495,2899,NN,799.59,-0.12,0.91,9
package,7,22.78,3.07,11.05,0,,5613,935.5,NN,629.94,-0.62,1,7
pain,4,97.94,3.7,10.51,11,2,8912,2970.67,NN|VB,549.91,-0.91,1,158
paint,5,36.8,3.27,9.68,6,2,11930,2982.5,NN|VB,555.72,-0.79,0.97,40
painting,8,29.2,3.17,8.62,2,2,27521,3931.57,NN|VB,625.58,-0.6,0.97,16
pan,3,12.29,2.8,9.22,19,11,4581,2290.5,NN|VB,627.97,-0.53,0.97,15
pancakes,8,,,,,,,,,,,,11
pants,5,58.75,3.48,9.22,4,2,8605,2151.25,NN,581.59,-0.7,1,31
paper,5,103.35,3.72,11.07,4,0,9796,2449,NN|VB,623.24,-0.68,0.97,165
parent,6,13.14,2.83,9.6,1,0,15439,3087.8,NN,597.44,-0.57,1,32
park,4,72.12,3.57,10.75,11,3,4333,1444.33,NN|VB,615.97,-0.66,1,29
part,4,261.51,4.13,12.43,14,0,5066,1688.67,NN|VB,654.94,-0.49,0.97,30
partner,7,75.22,3.58,9.77,0,,13567,2261.17,NN|VB,614.94,-0.67,0.97,7
parts,5,29.43,3.18,11.1,8,1,6072,1518,NN|VB,684.74,-0.38,1,4
party,5,233.14,4.08,11.14,6,0,5768,1442,NN|VB,539.71,-0.8,0.94,84
pass,4,108.12,3.74,10.79,14,1,4121,1373.67,VB|NN,559.85,-0.78,1,22
past,4,123.76,3.8,11.4,14,3,6115,2038.33,JJ|NN|RB,618.36,-0.7,0.97,27
path,4,24.55,3.1,10.69,7,0,6602,2200.67,NN,603.64,-0.71,0.97,13
patience,8,15.37,2.89,8.64,0,,18155,2593.57,NN,673.15,-0.4,1,4
patient,7,63.65,3.51,9.59,0,,18143,3023.83,JJ,577.85,-0.71,1,11
pavement,8,2.02,2.02,7.58,0,,12968,1852.57,NN,692.65,-0.33,1,6
peace,5,69.61,3.55,10.61,3,1,6574,1643.5,NN,661.76,-0.59,1,30
peach,5,6.35,2.51,7.5,7,4,6459,1614.75,NN,555.5,-0.75,1,10
peak,4,5.94,2.48,9.04,10,1,3809,1269.67,NN|VB,594.83,-0.67,1,11
peanut,6,12.35,2.8,7.67,0,,8174,1634.8,NN,756.94,-0.15,0.97,20
pen,3,24.73,3.1,8.97,19,10,5479,2739.5,NN,610.88,-0.71,1,43
pencil,6,9.86,2.7,8.01,0,,9295,1859,NN|VB,639.5,-0.6,0.97,30
penny,5,24.29,3.09,8.56,2,0,6001,1500.25,NN,589.24,-0.67,1,13
people,6,1102.98,4.75,13.55,0,,6849,1369.8,NN|VB,540.85,-0.76,1,154
pepper,6,8.8,2.65,8.58,2,0,10668,2133.6,NN|VB,661.22,-0.61,0.97,10
pepsi,5,,,,,,,,,,,,8
perfect,7,158.65,3.91,10.64,0,,10971,1828.5,JJ|NN,661.64,-0.5,0.97,13
perfume,7,11.43,2.77,7.05,0,,10739,1789.83,NN,658.41,-0.47,0.94,14
period,6,27.78,3.15,10.89,0,,13742,2748.4,NN,581.78,-0.67,1,21
person,6,212.88,4.04,12.03,1,0,14682,2936.4,NN,614.61,-0.71,1,134
personality,11,15.9,2.91,9.41,0,,24800,2480,NN,689.82,-0.37,1,18
persuade,8,6.39,2.51,7.81,0,,14243,2034.71,VB,658.44,-0.39,0.97,8
phone,5,269.73,4.14,11.86,3,0,8627,2156.75,NN|VB,509.53,-0.8,1,30
piano,5,24.86,3.1,9.13,0,,6223,1555.75,NN,560.84,-0.75,0.97,16
pick,4,198.39,4.01,10.72,14,0,4055,1351.67,VB|NN,535.03,-0.87,0.97,32
picket,6,2.22,2.06,6.75,6,5,6307,1261.4,NN|VB,771.8,-0.1,0.91,2
pickles,7,3.69,2.28,6.22,1,0,12097,2016.17,NN|VB,643.39,-0.47,1,5
picture,7,138.45,3.85,10.75,0,,10887,1814.5,NN|VB,541.52,-0.69,1,54
pie,3,28.75,3.17,8.5,10,6,2074,1037,NN,582.09,-0.69,0.97,36
piece,5,124.49,3.8,10.74,1,0,5008,1252,NN|VB,620.09,-0.63,1,30
pig,3,39.14,3.3,8.76,12,5,1639,819.5,NN|VB,583.42,-0.64,0.94,30
pill,4,11.82,2.78,7.94,14,10,3870,1290,NN,667.36,-0.5,1,16
pilot,5,26.67,3.13,9.68,1,0,4627,1156.75,NN|VB,573.77,-0.81,1,10
pimple,6,1.67,1.93,5.38,3,2,6778,1355.6,NN|VB,687.94,-0.34,0.94,4
pizza,5,33.51,3.23,8.61,0,,1659,414.75,NN,559.39,-0.75,0.97,21
place,5,602.67,4.49,12.18,4,0,5892,1473,NN|VB,588.84,-0.71,0.94,62
plain,5,21.82,3.05,10.07,2,0,10610,2652.5,JJ|NN|RB,529.42,-0.88,0.97,17
plan,4,145.73,3.87,11.05,4,1,6279,2093,NN|VB,601.15,-0.77,1,31
plane,5,95.53,3.69,9.84,5,3,8554,2138.5,NN|VB,643.94,-0.57,0.97,39
planet,6,38.73,3.3,10.19,3,0,9908,1981.6,NN,594.68,-0.75,1,17
planets,7,4.29,2.34,8.98,0,,10914,1819,NN,651.44,-0.51,0.97,3
plant,5,27.61,3.15,10.14,4,1,9297,2324.25,NN|VB,576.79,-0.75,0.97,55
plastic,7,18.76,2.98,10.18,1,0,14882,2480.33,NN|JJ,596.38,-0.67,1,10
plate,5,25.65,3.12,9.25,5,2,11372,2843,NN|VB,663.33,-0.52,0.97,20
play,4,354.53,4.26,11.92,6,0,3219,1073,VB|NN,537.91,-0.96,1,96
plead,5,7,2.55,6.93,2,1,7059,1764.75,VB,624.33,-0.43,0.97,4
pledge,6,6.88,2.55,7.86,1,0,10027,2005.4,NN|VB,594.67,-0.76,1,4
plug,4,10.41,2.73,9.67,3,1,1675,558.33,NN|VB,609.44,-0.63,1,12
plus,4,47.04,3.38,11.51,2,0,2826,942,minor,585.44,-0.68,1,9
poem,4,13.65,2.84,8.55,1,0,2232,744,NN,661.38,-0.64,0.94,10
poetry,6,13.37,2.83,9.09,0,,4897,979.4,NN,607.82,-0.71,1,6
point,5,236.53,4.08,12.45,3,0,11338,2834.5,NN|VB,556.12,-0.74,0.97,61
poison,6,24.55,3.1,8.54,1,1,9572,1914.4,NN|VB,556.06,-0.71,1,15
poker,5,16.06,2.91,8.42,5,1,8364,2091,NN,636.56,-0.53,0.94,11
police,6,236.16,4.08,10.78,2,0,9045,1809,NN|VB,564.92,-0.75,1,67
polish,6,9.67,2.69,8.71,0,,9175,1835,NN|VB,635.47,-0.55,0.97,12
polite,6,13.94,2.85,8.7,1,1,11693,2338.6,JJ,640.69,-0.5,0.97,11
politics,8,16.57,2.93,9.91,1,0,14468,2066.86,NN,693.66,-0.38,0.97,27
pool,4,46.98,3.38,9.69,9,3,3299,1099.67,NN|VB,581.06,-0.74,1,31
poor,4,129.08,3.82,10.89,8,1,4755,1585,JJ,588.12,-0.77,0.97,51
positive,8,31.63,3.21,10.23,0,,13346,1906.57,JJ|NN,643.32,-0.41,1,14
pot,3,22.53,3.06,9.49,17,9,1980,990,NN,535.79,-0.92,1,40
potato,6,11.29,2.76,8.06,0,,9404,1880.8,NN,749.2,-0.22,0.94,24
pound,5,13.88,2.85,8.94,7,4,6368,1592,NN|VB,591.03,-0.7,0.97,11
power,5,149.02,3.88,12.14,9,0,8407,2101.75,NN|VB,604.41,-0.7,0.97,53
precise,7,5.2,2.42,8.82,1,0,12964,2160.67,JJ,665.72,-0.41,1,8
prejudice,9,3.2,2.21,8.64,0,,12264,1533,NN|VB,722.18,-0.21,1,7
present,7,89.45,3.66,11.08,1,0,19240,3206.67,JJ|NN|RB,654.13,-0.52,0.97,33
president,9,140.67,3.86,11.22,0,,22354,2794.25,NN,709.67,-0.41,1,31
pretty,6,392.22,4.3,11.78,0,,8614,1722.8,RB|JJ,613.88,-0.65,0.97,71
preview,7,1.43,1.87,8.63,0,,8695,1449.17,NN|VB,675,-0.36,1,3
pride,5,27.67,3.15,9.02,5,2,7665,1916.25,NN|VB,581.11,-0.71,1,20
priest,6,26.2,3.13,9.58,0,,13525,2705,NN,687.73,-0.44,0.97,24
prince,6,45.08,3.36,9.31,1,0,14143,2828.6,NN,618.24,-0.6,1,6
princess,8,39.59,3.31,8.93,1,0,20203,2886.14,NN,674.94,-0.49,0.97,10
print,5,19.96,3.01,11.03,2,1,14131,3532.75,NN|VB,607.73,-0.61,0.97,13
prison,6,66.04,3.53,9.49,1,0,12365,2473,NN,609.03,-0.62,0.97,24
prisoner,8,23.14,3.07,8.41,0,,20802,2971.71,NN,675.45,-0.3,1,14
private,7,75.96,3.59,10.98,1,0,14134,2355.67,JJ|NN|RB,600.33,-0.61,1,16
problem,7,330.06,4.23,12.66,0,,9453,1575.5,NN,642.74,-0.54,1,71
prom,4,17.76,2.96,7.26,8,5,4704,1568,NN,743.23,-0.28,0.91,6
promise,7,153.12,3.89,9.57,1,0,10866,1811,NN|VB,584.18,-0.77,1,8
proof,5,34.39,3.24,10.27,0,,4613,1153.25,NN|JJ,615.56,-0.62,0.94,8
property,8,33.29,3.23,10.41,1,0,13768,1966.86,NN,607.15,-0.59,1,19
protect,7,70.25,3.55,10.29,2,1,11228,1871.33,VB,602.38,-0.57,0.88,9
protection,10,23.47,3.08,10.4,1,0,23119,2568.78,NN,690,-0.36,1,17
public,6,71.08,3.56,11.94,0,,6993,1398.6,JJ|NN|RB,611.16,-0.6,0.97,6
pudding,7,6.16,2.5,7.13,2,1,13650,2275,NN,701.87,-0.32,0.91,9
puke,4,6.25,2.51,7.15,7,5,1318,439.33,NN|VB,639.57,-0.44,0.91,5
pull,4,146.45,3.87,10.25,13,1,3048,1016,VB|NN,646.45,-0.52,1,33
punishment,10,13.43,2.84,9.13,0,,16478,1830.89,NN,705,-0.23,1,15
purple,6,12.33,2.8,9.15,0,,6211,1242.2,JJ|NN,584.3,-0.65,1,17
purpose,7,35.08,3.25,10.76,0,,5969,994.83,NN,678.94,-0.46,1,9
purse,5,19.76,3,7.53,6,5,5250,1312.5,NN|VB,668.48,-0.5,0.94,16
push,4,70.55,3.56,9.87,10,1,3159,1053,VB|NN,522.32,-0.83,1,26
puzzle,6,7.33,2.57,8.57,3,0,3957,791.4,NN|VB,691.35,-0.36,0.94,15
pyramid,7,4,2.31,8.45,0,,6418,1069.67,NN,706.03,-0.35,1,7
quack,5,4.63,2.37,6.44,2,2,3385,846.25,NN|minor|VB,692.32,-0.28,0.91,2
quart,5,2.08,2.03,7,1,1,4947,1236.75,NN,624.13,-0.52,0.97,3
queen,5,54.69,3.45,9.77,1,0,5631,1407.75,NN,565.06,-0.79,0.97,24
question,8,198.35,4.01,12.12,0,,20890,2984.29,NN|VB,597.44,-0.57,1,56
questions,9,117.96,3.78,11.89,0,,22746,2843.25,NN|VB,642,-0.52,0.97,2
quick,5,108.67,3.74,10.54,3,0,4212,1053,JJ|NN|RB,547.84,-0.79,0.97,32
quiet,5,117.22,3.78,9.48,2,0,3585,896.25,JJ|VB|NN,645.73,-0.58,0.97,58
rabbit,6,20.94,3.03,8.66,0,,7084,1416.8,NN|VB,589.67,-0.67,1,24
race,4,61.9,3.5,10.75,14,2,6206,2068.67,NN|VB,564.18,-0.78,1,30
radio,5,77.18,3.6,11.18,2,0,8546,2136.5,NN|VB,599.2,-0.81,0.97,24
rain,4,48.9,3.4,9.79,11,3,10924,3641.33,NN|VB,551.84,-0.84,1,62
rare,4,21.31,3.04,10.5,16,3,10617,3539,JJ,566.97,-0.69,0.97,14
rat,3,32.61,3.22,8.91,19,10,7291,3645.5,NN,521.97,-0.89,1,22
rattle,6,3.37,2.24,7.12,3,2,11799,2359.8,NN|VB,660.15,-0.53,1,3
raw,3,10.18,2.72,9.42,13,6,3336,1668,JJ|NN,622.2,-0.56,1,6
reaction,8,16.27,2.92,9.72,0,,20851,2978.71,NN,610.3,-0.56,0.97,11
read,4,241.22,4.09,12.58,12,0,7408,2469.33,VB|NN,549.28,-0.82,1,38
ready,5,387.8,4.3,10.69,4,0,7558,1889.5,JJ|VB|RB,582.18,-0.73,1,11
real,4,442.8,4.35,12.19,14,1,9421,3140.33,JJ,630.88,-0.49,0.97,24
reason,6,193.29,3.99,11.8,1,0,13197,2639.4,NN|VB,579.24,-0.75,0.97,31
recipe,6,7.61,2.59,9.23,1,0,9019,1803.8,NN,630.03,-0.45,0.97,5
record,6,85.59,3.64,11.03,1,0,11699,2339.8,NN,575.44,-0.65,1,14
red,3,148.06,3.88,11.55,11,0,9027,4513.5,JJ|NN,542.76,-0.86,0.97,141
reef,4,4,2.31,8,4,2,5859,1953,NN,668.68,-0.32,0.91,3
reel,4,3.25,2.22,7.92,8,6,7146,2382,NN|VB,627.06,-0.49,0.91,3
referee,7,3.59,2.26,7.74,0,,17134,2855.67,NN,786.28,0.09,0.85,2
refrigerator,12,8.37,2.63,7.52,0,,27843,2531.18,NN,790.41,0.17,1,6
refuse,6,20.98,3.03,9.6,3,0,8897,1779.4,VB,627.52,-0.49,0.97,8
relationship,12,67.69,3.54,10.42,0,,29130,2648.18,NN,743.06,-0.33,0.97,14
relative,8,7.78,2.6,9.81,0,,20027,2861,JJ|NN,663.85,-0.56,1,19
relax,5,96.78,3.69,8.68,1,1,8389,2097.25,VB|NN,617.03,-0.67,0.97,42
religion,8,13.86,2.85,10.62,0,,17534,2504.86,NN,663.76,-0.51,0.97,57
remember,8,542.47,4.44,11.87,0,,15755,2250.71,VB,652.72,-0.35,1,12
rent,4,34.55,3.25,9.28,15,3,11376,3792,NN|VB,607.91,-0.71,0.97,11
repeat,6,33.02,3.23,10,3,0,12875,2575,VB|NN,593.3,-0.62,1,13
reptile,7,1.41,1.86,7.11,0,,15204,2534,NN,653.45,-0.37,0.94,6
