"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"ever.never","never","ever",4,709.22,4.56,12.07,2,2,8543,2847.67,"RB|NN",588.75,-0.71,0.97,"unclassified","",0.245,0.141,14,0.75,613.129032258065,-0.302800917025029,0.967741935483871,709.4375,-0.189909858651303,1,64.7772177419355,0.130700001332868,-0.032258064516129,-3.65625,0.166776456943129,0,5,1362.55,4.84,12.62,4,0,10818,2704.5,"RB|NN",612.94,-0.65,1,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"never","ever",0.243623,"ever","never",0.245,"0.14099999999999999","5.3999999999999999E-2","5.2900000000000003E-2",14,345,"2.91","AD","9","698","2.4900000000000002","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"everyday.daily","daily","everyday",8,10.88,2.75,8.89,0,NA,10183,1454.71,"JJ|NN",673.75,-0.47,1,"synonym","",0.102,0.062,27,0.42,635.28125,-0.0591288466271998,1,624.21875,-0.194184149262619,1,15.8399621212121,0.0995346202769768,0,55.8780241935484,0.127643686683273,0.032258064516129,5,15.63,2.9,10.57,5,0,4429,1107.25,"JJ|NN|RB",581.38,-0.72,0.97,8,"daily","everyday",0.788635807299352,0.580573596391995,0.31801759533697,"NULL","NULL","NULL","0.062","0.102","daily","everyday",0.537473,"everyday","daily",0.102,"6.2E-2","8.9999999999999993E-3","1.21E-2",27,12,"NULL","AJ","18","122","4.1900000000000004","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evidence.proof","proof","evidence",8,85,3.64,11.04,0,NA,11540,1648.57,"NN",588.66,-0.61,0.97,"synonym","",0.267,0.236,16,0.38,674.9375,-0.052021222731521,0.96875,649.451612903226,0.0876667981933872,0.967741935483871,-62.15625,-0.0698155463839305,0.09375,1.64213709677415,-0.00935066273237752,-0.001008064516129,5,34.39,3.24,10.27,0,NA,4613,1153.25,"NN|JJ",615.56,-0.62,0.94,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"evidence","proof",0.424447,"evidence","proof",0.267,"0.23599999999999999","0","2.9999999999999997E-4",16,204,"3.45","N","23","40","3.51","N","evidence","proof",0.267,0.236,0,"3.45","3.51",204,40,2.325841,0.371032
"exact.precise","precise","exact",5,22.63,3.06,10.16,2,0,3269,817.25,"JJ|VB",591.72,-0.67,0.97,"synonym","",0.386,0.514,14,0.6,700.225806451613,0.383992298671189,0.967741935483871,759.46875,0.522366933813977,0.9375,-45.9354838709678,-0.00571396636998739,0.0322580645161291,45.625,0.045447112639431,0,7,5.2,2.42,8.82,1,0,12964,2160.67,"JJ",665.72,-0.41,1,8,"exact","precise",0.458119108151957,0.465208145568146,0,"0.311954146","NULL","NULL","0.386","0.514","exact","precise",0.390298,"exact","precise",0.386,"0.51400000000000001","0","3.0999999999999999E-3",14,27,"2.63","AJ","8","33","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"example.sample","sample","example",7,29.94,3.18,11.84,0,NA,6682,1113.67,"NN",640.06,-0.48,1,"synonym","",0.212,0.19,22,0.39,625.677419354839,0.039194945746191,0.967741935483871,744.5625,-0.054941074962839,0.9375,32.2258064516129,-0.0704399852778244,-0.032258064516129,-5.1875,-0.0621640331015085,-0.03125,6,14.59,2.87,10.09,1,1,6752,1350.4,"NN|VB",618.48,-0.66,0.97,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"example","sample",0.959662,"example","sample",0.212,"0.19","0","2.3E-3",22,292,"NULL","N","16","57","NULL","N","example","sample",0.212,0.19,0,"NULL","NULL",292,57,1.810335,0.317629
"excel.succeed","succeed","excel",5,0.73,1.58,9.4,1,0,4049,1012.25,"VB|NN",684.67,-0.36,1,"synonym","",0.095,0.011,25,0.36,721.375,0.24902095589563,0.96875,631.290322580645,-0.136781359009431,0.967741935483871,-64.0625,-0.244016786283781,-0.03125,32.4596774193549,0.0462759523946689,-0.001008064516129,7,9.45,2.68,9,0,NA,8515,1419.17,"VB",619.56,-0.58,0.97,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"succeed","excel",0.929302,"excel","succeed",0.095,"1.0999999999999999E-2","2E-3","3.7000000000000002E-3",25,1,"NULL","V","21","15","3","V","excel","succeed",0.095,0.011,0.002,"NULL","3",1,15,13.761784,0.31667
"exceptional.great","great","exceptional",11,2.92,2.18,8.38,0,NA,19734,1973.4,"JJ",708.85,-0.24,1,"synonym","",0.203,0,18,0.13,716.741935483871,-0.104223204296759,1,666.21875,0.0322879214693954,0.96875,-69.241935483871,-0.194513095880563,0.0625,41.5,-0.174205904717129,-0.03125,5,820.86,4.62,12.47,3,0,11286,2821.5,"JJ|NN|RB",601.39,-0.75,1,50,NA,NA,0,0,0,NA,NA,NA,NA,NA,"great","exceptional",0.634644,"exceptional","great",0.203,"0","5.6000000000000001E-2","1.0500000000000001E-2",18,19,"NULL","AJ","18","665","3.03","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"excise.tax","tax","excise",6,0.16,0.95,6.1,2,2,6459,1291.8,"NN",750.22,-0.07,0.72,"fpa","",0.209,0,16,0.85,747.71875,0.280760314230175,1,779.6875,0.217105670894516,0.9375,-79.9375,-0.0594328926883104,0.03125,61.5383064516129,-0.0599988217341728,0.0342741935483871,3,14.55,2.87,11.04,13,0,1971,985.5,"NN|VB",595.06,-0.64,0.97,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tax","excise",0.582669,"excise","tax",0.209,"0","0","0",16,4,"2.64","N","16","197","4.28","N","excise","tax",0.209,0,0,"2.64","4.28",4,197,3.182433,0.812422
"exercise.sweat","sweat","exercise",8,17.73,2.96,9.88,1,0,13062,1866,"NN|VB",605.27,-0.55,0.97,"perceptual property","",0.115,0.081,28,0.08,689.375,0.0248453924538477,0.9375,687.875,-0.0679918916076183,0.96875,55.59375,0.115791653905368,0,-5.10080645161293,0.192434481543347,0.001008064516129,5,21.86,3.05,8.53,3,1,6676,1669,"NN|VB",721.31,-0.35,0.94,36,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sweat","exercise",0.773633,"exercise","sweat",0.115,"8.1000000000000003E-2","1.2E-2","5.4000000000000003E-3",28,58,"4.62","N","16","23","4.53","V","exercise","sweat",0.115,0.081,0.012,"4.62","4.53",58,23,0.754722,0.077604
"exhale.inhale","inhale","exhale",6,1.67,1.93,6.1,0,NA,8267,1653.4,"VB",634.03,-0.45,0.94,"antonym","",0.493,0.378,6,0.77,680.5,0.0941312016399709,0.96875,701.375,0.0873891196657471,0.90625,-28.1875,0.290597225053114,0.125,156.012096774194,0.437680961987506,0.0352822580645161,6,2.35,2.08,6.75,0,NA,14634,2926.8,"VB",742.68,-0.36,0.97,4,"exhale","inhale",0.780102830166036,0.585071580462373,0.837705764185545,"0.755564433","1.866556","0.756733","0.493","0.378","exhale","inhale",0.393035,"exhale","inhale",0.493,"0.378","2.1000000000000001E-2","7.46E-2",6,0,"4.5","V","8","1","3.53","V","exhale","inhale",0.493,0.378,0.021,"4.5","3.53",0,1,1.866556,0.756733
"exit.enter","enter","exit",4,15.57,2.9,10.15,2,0,2926,975.33,"NN|VB",543.56,-0.86,1,"antonym","",0.388,0.568,8,0.32,637.612903225806,-0.061490324150047,1,657.8125,-0.174655654506378,0.9375,59.9183467741935,0.187958933699925,0.03125,16.3125,0.0438036076828449,-0.0625,5,29.73,3.18,10.5,1,0,17391,4347.75,"VB",576.53,-0.75,0.94,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"enter","exit",0.579608,"exit","enter",0.388,"0.56799999999999995","5.0000000000000001E-3","3.8600000000000002E-2",8,7,"4.25","N","8","78","3.15","V","exit","enter",0.388,0.568,0.005,"4.25","3.15",7,78,12.760636,0.306658
"expensive.cheap","cheap","expensive",9,27.94,3.15,10.5,2,0,12589,1573.63,"JJ",689.65,-0.43,0.94,"antonym","",0.248,0.328,13,0.33,628.454545454546,-0.250349956513673,1,624.90625,-0.203083361059343,0.96875,41.8035190615835,0.0250615539091877,0.032258064516129,50.2452651515151,0.199687965581914,-0.03125,5,36.24,3.27,10.44,2,0,5954,1488.5,"JJ|RB|NN",618.97,-0.61,0.97,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cheap","expensive",0.392064,"expensive","cheap",0.248,"0.32800000000000001","1.6E-2","8.5000000000000006E-3",13,44,"2.4500000000000002","AJ","13","24","2.68","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"experience.knowledge","knowledge","experience",10,60.55,3.49,12.37,1,0,19580,2175.56,"NN|VB",787.09,-0.28,1,"","",0.116,0,19,0.5,670.59375,-0.043332233113432,0.96875,715.21875,0.0897908356520998,0.96875,43.1804435483871,0.0330131228879711,0.001008064516129,-78.40625,-0.176870749342517,-0.03125,9,25.53,3.11,11.34,0,NA,10925,1365.63,"NN",766.24,-0.31,0.97,51,NA,NA,0,0,0,NA,NA,NA,NA,NA,"knowledge","experience",0.545191,"experience","knowledge",0.116,"0","8.0000000000000002E-3","8.2000000000000007E-3",19,276,"NULL","N","14","145","1.56","N","experience","knowledge",0.116,0,0.008,"NULL","1.56",276,145,4.071015,0.447734
"explanation.answer","answer","explanation",11,20.06,3.01,10.05,0,NA,24560,2456,"NN",769.03,-0.16,0.97,"synonym","",0.15,0,21,0.21,656.709677419355,-0.124342163916308,0.967741935483871,636.46875,-0.134463269637703,0.96875,-35.8346774193549,-0.0845401307576679,-0.001008064516129,-21.7913306451613,0.0548265520729018,-0.03125,6,176.2,3.95,11.6,0,NA,12181,2436.2,"NN|VB",572.1,-0.73,1,55,NA,NA,0,0,0,NA,NA,NA,NA,NA,"answer","explanation",0.623957,"explanation","answer",0.15,"0","3.3000000000000002E-2","2.1100000000000001E-2",21,43,"3.25","N","9","152","3.85","N","explanation","answer",0.15,0,0.033,"3.25","3.85",43,152,4.696997,0.167634
"explorer.adventure","adventure","explorer",8,1.9,1.99,8.68,2,0,16486,2355.14,"NN",619.15,-0.65,1,"unclassified","",0.196,0,20,0.37,620.5,-0.227352857016988,0.90625,727.9375,0.0605098039182382,1,130.625,0.404493034645199,-0.03125,13.4154411764706,-0.138368586368228,0.0294117647058824,9,13.43,2.84,9.46,0,NA,16492,2061.5,"NN",631.23,-0.46,0.94,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"adventure","explorer",0.743116,"explorer","adventure",0.196,"0","0","1.6999999999999999E-3",20,4,"NULL","N","18","14","NULL","N","explorer","adventure",0.196,0,0,"NULL","NULL",4,14,19.323298,0.342005
"explosion.bomb","bomb","explosion",9,16.49,2.93,8.68,0,NA,12685,1585.63,"NN",733.3,-0.26,0.94,"functional property","",0.255,0,15,0.53,629.5625,-0.237855159565986,0.9375,697.5625,0.0895349530632275,1,-27.8655303030303,-0.122703906363197,-0.0625,-61.4657258064516,-0.118722458994199,0.032258064516129,4,53.65,3.44,9.64,4,0,2411,803.67,"NN|VB",602.45,-0.7,0.97,25,"explosion","bomb",0.14004735406945,0.121128863289671,0,"0.22318735","12.660952","0.462101","0.255","0","bomb","explosion",0.476291,"explosion","bomb",0.255,"0","2.5999999999999999E-2","7.4999999999999997E-3",15,15,"NULL","N","17","36","5.91","N","explosion","bomb",0.255,0,0.026,"NULL","5.91",15,36,12.660952,0.462101
"extra.more","more","extra",5,59.16,3.48,10.93,0,NA,5526,1381.5,"JJ|NN",616.68,-0.56,1,"synonym","",0.377,0,18,0.48,566.967741935484,-0.30947497028672,0.935483870967742,732.4375,0.355808546450191,0.90625,55.0010080645161,0.0727142884977061,-0.0332661290322581,-105.90625,-0.728019786632409,-0.0625,4,1298.59,4.82,13.89,18,0,8260,2753.33,"JJ|RB",560.94,-0.79,1,26,NA,NA,0,0,0,NA,NA,NA,NA,NA,"more","extra",0.647036,"extra","more",0.377,"0","1.7999999999999999E-2","1.78E-2",18,50,"NULL","AJ","9","2216","2.77","AJ","extra","more",0.377,0,0.018,"NULL","2.77",50,2216,12.434099,0.436993
"extravagant.rich","rich","extravagant",11,1.45,1.88,5.94,0,NA,14275,1427.5,"JJ",896.43,0.42,0.91,"unclassifed","",0.11,0,25,0.16,658.354838709677,-0.297971185331044,1,602.75,-0.182189891025421,1,11.6764112903226,0.42831820866736,0,-16.4596774193549,-0.17618880031113,0,4,80.39,3.61,10.51,2,0,6683,2227.67,"JJ|NN",620.86,-0.61,0.97,68,NA,NA,0,0,0,NA,NA,NA,NA,NA,"rich","extravagant",0.70815,"extravagant","rich",0.11,"0","5.0000000000000001E-3","0",25,5,"3.39","AJ","7","74","3.63","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eyeball.socket","socket","eyeball",7,1.84,1.98,6.14,0,NA,6115,1019.17,"NN|VB",630.12,-0.48,0.97,"fpa","",0.108,0,19,0.04,821.870967741935,0.481377319050441,1,687.757575757576,0.247742140712562,0.939393939393939,-145.808467741935,0.0364484257248054,0.125,42.6174242424242,0.194095833230801,0.0956439393939394,6,1.61,1.92,9.05,5,2,4625,925,"NN",668.82,-0.38,0.97,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"socket","eyeball",0.819063,"eyeball","socket",0.108,"0","0","1.6E-2",19,2,"NULL","N","13","3","5.9","N","eyeball","socket",0.108,0,0,"NULL","5.9",2,3,13.329956,0.048176
"eyebrows.eyes","eyes","eyebrows",8,3.29,2.23,7.06,0,NA,4173,596.14,"NN",699.03,-0.33,1,"category","",0.116,0,16,0.62,639.25,-0.434860146282407,0.9375,576.8125,-0.572199917626761,1,100.427419354839,0.51117730556398,-0.030241935483871,41.40625,0.533897090700248,0,4,221.55,4.05,10.97,2,0,4907,1635.67,"NN|VB",548.15,-0.81,1,40,NA,NA,0,0,0,NA,NA,NA,NA,NA,"eyes","eyebrows",0.65084,"eyebrows","eyes",0.116,"0","1.4999999999999999E-2","7.1000000000000004E-3",16,9,"NULL","N","15","394","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"factory.worker","worker","factory",7,16.8,2.93,9.87,1,0,7785,1297.5,"NN",606.75,-0.63,0.94,"fpa","",0.152,0.028,24,0.57,587.151515151515,-0.363583483827557,1,625.53125,-0.187673653632699,1,-0.31280547409574,0.0854963459479439,0.0645161290322581,104.46875,0.242370492468762,0,6,10.94,2.75,8.86,3,1,10422,2084.4,"NN",588.14,-0.71,1,28,"factory","worker",0.548833181782112,0.174160118136101,0.157296304819008,"NULL","12.280939","0.541981","0.152","0.028","worker","factory",0.552289,"factory","worker",0.152,"2.8000000000000001E-2","1E-3","4.0000000000000002E-4",24,32,"6.87","N","23","30","5.4","N","factory","worker",0.152,0.028,0.001,"6.87","5.4",32,30,12.280939,0.541981
"facts.fiction","fiction","facts",5,27.31,3.14,10.44,1,0,4037,1009.25,"NN",628.24,-0.61,1,"antonym","",0.187,0,14,0.35,788.71875,0.11681839134082,0.96875,753.28125,0.495507513414308,0.9375,-55.46875,0.22547751026528,0.09375,-76.7328629032259,-0.0690761065087911,0.00201612903225812,7,6.08,2.49,9.86,2,0,16122,2687,"NN",627,-0.51,0.97,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fiction","facts",0.757973,"facts","fiction",0.187,"0","0","3.3999999999999998E-3",14,87,"3.31","N","16","46","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"faculty.staff","staff","faculty",7,4.86,2.4,9.18,0,NA,4657,776.17,"NN",632.27,-0.5,1,"supraordinate","",0.306,0.095,14,0.25,587.545454545455,-0.43121643057796,0.939393939393939,599.709677419355,-0.302826992470879,1,55.9857954545455,0.606036802493613,0.0331439393939394,161.571572580645,0.559096254640835,0,5,32,3.21,10.62,2,1,6077,1519.25,"NN|VB",518.21,-0.86,0.97,6,"faculty","staff",0.330556248181623,0.314137495552617,0.270903291212045,"NULL","0","0.184441","0.306","0.095","staff","faculty",0.673021,"faculty","staff",0.306,"9.5000000000000001E-2","0","4.3E-3",14,74,"NULL","N","23","113","NULL","N","faculty","staff",0.306,0.095,0,"NULL","NULL",74,113,0,0.184441
"fad.fashion","fashion","fad",3,0.76,1.6,7,14,14,1479,739.5,"NN",718.06,-0.16,0.91,"synonym","",0.143,0.02,16,0.38,690,0.0358554732342203,0.96875,672.09375,-0.379866439101849,0.96875,42.0625,0.151500392868689,-0.03125,10.9375,0.478031460199622,-0.03125,7,18.76,2.98,9.5,0,NA,11375,1895.83,"NN|VB",566.38,-0.81,0.97,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fad","fashion",0.672361,"fad","fashion",0.143,"0.02","0.05","5.7000000000000002E-2",16,2,"3.37","N","15","69","3.75","N","fad","fashion",0.143,0.02,0.05,"3.37","3.75",2,69,1.938052,0.387255
"fail.pass","pass","fail",4,24.59,3.1,9.84,15,3,2779,926.33,"VB",692.49,-0.5,1,"antonym","",0.217,0.25,21,0.25,642.6875,-0.349871176922798,1,686.909090909091,-0.0462686052638145,0.96969696969697,32.0094696969697,0.588186672309696,0.0606060606060606,-26.7840909090909,0.0136121568810737,0.0634469696969697,4,108.12,3.74,10.79,14,1,4121,1373.67,"VB|NN",559.85,-0.78,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fail","pass",0.554363,"fail","pass",0.217,"0.25","8.0000000000000002E-3","1E-3",21,37,"3.23","V","20","89","2.81","V","fail","pass",0.217,0.25,0.008,"3.23","2.81",37,89,7.554867,0.196188
"failure.success","success","failure",7,20.02,3.01,10.09,0,NA,9256,1542.67,"NN",751.29,-0.43,1,"antonym","",0.159,0.32,21,0.55,604.967741935484,-0.221934506355161,1,785.709677419355,0.10124216933126,1,94.0019550342131,0.36608215516882,0.0303030303030303,-177.865927419355,-0.28814879207676,0.03125,7,27.25,3.14,10.52,0,NA,9220,1536.67,"NN",591.5,-0.68,0.97,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"failure","success",0.554916,"failure","success",0.159,"0.32","0","2.7000000000000001E-3",21,89,"2.56","N","13","93","2.88","N","failure","success",0.159,0.32,0,"2.56","2.88",89,93,5.226627,0.542021
"fake.real","real","fake",4,36.33,3.27,8.97,15,7,1657,552.33,"JJ|NN|VB",589.8,-0.72,1,"antonym","",0.239,0.393,19,0.35,618.548387096774,-0.343453039441112,0.967741935483871,699.15625,-0.20718745696179,1,36.9354838709678,0.200830800745953,-0.032258064516129,-74.095643939394,-0.0436341266925053,0.0303030303030303,4,442.8,4.35,12.19,14,1,9421,3140.33,"JJ",630.88,-0.49,0.97,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"real","fake",0.425391,"fake","real",0.239,"0.39300000000000002","8.9999999999999993E-3","7.4000000000000003E-3",19,10,"2.88","AJ","14","260","2.78","AJ","fake","real",0.239,0.393,0.009,"2.88","2.78",10,260,18.089725,0.241189
"fall.spring","spring","fall",4,118.51,3.78,10.74,12,3,5109,1703,"NN|VB",549.4,-0.82,1,"category","",0.329,0.19,17,0.58,586.34375,-0.255359786276005,1,736.161290322581,-0.27054386304433,0.935483870967742,47.875,0.120501751407787,0,-108.451612903226,0.0532249862773899,-0.0322580645161291,6,31.31,3.2,10.17,5,1,15861,3172.2,"NN|VB",641.86,-0.53,1,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"spring","fall",0.676098,"fall","spring",0.329,"0.19","0.01","6.7999999999999996E-3",17,147,"3.86","V","14","127","5.12","V","fall","spring",0.329,0.19,0.01,"3.86","5.12",147,127,3.074785,0.523238
"false.true","true","false",5,21.14,3.03,0,0,NA,5938,1484.5,"JJ",718.06,-0.16,0.94,"antonym","",0.703,0.531,4,0.58,618.75,-0.309721633082893,1,577.161290322581,-0.600577567595343,1,-26.8145161290323,-0.22020521153676,0,35.7137096774194,0.299465301193367,0.03125,4,253.35,4.11,0,1,1,2755,918.33,"JJ",698.3,-0.27,0.97,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"true","false",0.538983,"false","true",0.703,"0.53100000000000003","0","3.3999999999999998E-3",4,29,"2.17","AJ","14","231","2.65","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fame.fortune","fortune","fame",4,8.65,2.65,8.71,14,8,3114,1038,"NN",628.88,-0.58,0.97,"fpa","",0.487,0.042,13,0.55,648.8125,-0.0664509207591053,1,747.548387096774,0.251694801622582,0.935483870967742,-35.53125,0.168510069582373,0,77.258064516129,-0.0916409679238188,-0.0322580645161291,7,29.76,3.18,9.68,0,NA,9217,1536.17,"NN",654.85,-0.58,1,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fortune","fame",0.619101,"fame","fortune",0.487,"4.2000000000000003E-2","0","3.3300000000000003E-2",13,18,"2.21","N","14","25","3.32","N","fame","fortune",0.487,0.042,0,"2.21","3.32",18,25,11.741086,0.463148
"famine.hunger","hunger","famine",6,1.59,1.91,6.95,0,NA,11915,2383,"NN",744.88,0,1,"synonym","",0.452,0,11,0.39,594.15625,-0.226459620886501,0.90625,735.129032258065,-0.153285267340086,0.903225806451613,84.71875,0.367952984980227,-0.0625,-42.7540322580645,0.237881886838223,-0.00302419354838712,6,5.88,2.48,8.04,3,1,13438,2687.6,"NN|VB",580.15,-0.58,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hunger","famine",0.489616,"famine","hunger",0.452,"0","1E-3","2.6700000000000002E-2",11,3,"3.71","N","15","17","4.16","N","famine","hunger",0.452,0,0.001,"3.71","4.16",3,17,15.548472,0.350024
"fan.air","air","fan",3,35.14,3.25,10.53,14,6,3911,1955.5,"NN|VB",546.82,-0.82,0.97,"instrument","",0.236,0,17,0.31,658.25,-0.0843679304482926,1,616.46875,-0.224364724446516,1,-31.59375,-0.203292959143171,0.09375,23.0645833333333,-0.0751290196998621,0,3,139.02,3.85,11.3,5,0,1728,864,"NN|VB",589.8,-0.71,1,78,NA,NA,0,0,0,NA,NA,NA,NA,NA,"air","fan",0.789949,"fan","air",0.236,"0","1.4999999999999999E-2","4.4999999999999997E-3",17,18,"5.53","N","17","257","5.67","N","fan","air",0.236,0,0.015,"5.53","5.67",18,257,12.944984,0.277867
"far.near","near","far",3,220.76,4.05,12.08,16,1,3393,1696.5,"RB|JJ",654.06,-0.47,0.97,"antonym","",0.503,0.535,12,0.51,637.709677419355,-0.0257788379780503,0.967741935483871,703.612903225806,-0.282862792569082,0.935483870967742,31.3206256109481,0.078072109261368,-0.032258064516129,-11.3004032258065,0.272300441943449,-0.0332661290322581,4,83.1,3.63,11.27,13,2,7055,2351.67,"minor|JJ|VB|RB",582.12,-0.81,1,14,"far","near",0.383939084823471,0.387097598510299,0,"0.260478335","NULL","NULL","0.503","0.535","near","far",0.573882,"far","near",0.503,"0.53500000000000003","1.6E-2","3.4700000000000002E-2",12,427,"2.98","AD","2","198","3.29","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fascism.communism","communism","fascism",7,0.76,1.6,7.74,1,1,7028,1171.33,"NN",886.29,0.19,0.94,"category","",0.095,NA,19,0.43,716.71875,0.467251383829402,0.96875,808.774193548387,0.446384693650353,0.838709677419355,234.4375,1.20082826144024,0,95.258064516129,0.708849272600618,-0.064516129032258,9,2.1,2.03,8.29,1,1,11087,1385.88,"NN",763.97,-0.12,0.94,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"communism","fascism",0.436185,"fascism","communism",0.095,"NULL","NULL","NULL",19,3,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fast.slow","slow","fast",4,137.45,3.85,11.25,11,3,5445,1815,"RB|JJ",522.32,-0.84,0.97,"antonym","",0.598,0.527,7,0.7,603.96875,-0.48579869924705,1,616.833333333333,-0.55961031136527,1,-23.0655241935484,0.368036936602435,0.032258064516129,29.0104166666666,0.293921575767421,0.0625,4,76.02,3.59,10.69,13,1,2585,861.67,"JJ|VB|NN",599.76,-0.84,1,49,"fast","slow",0.247223293556627,0.191678247793807,0.0849293117507968,"0.32011061","18.23287","0.613074","0.598","0.527","slow","fast",0.353145,"fast","slow",0.598,"0.52700000000000002","3.1E-2","1.1000000000000001E-3",7,78,"2.93","AJ","11","60","2.89","AJ","fast","slow",0.598,0.527,0.031,"2.93","2.89",78,60,18.23287,0.613074
"fasten.seatbelt","seatbelt","fasten",6,3.73,2.28,6.2,3,2,13656,2731.2,"VB",777.84,-0.14,0.97,"fpa","",0.231,0,17,NA,727.625,0.397925439297497,1,742.939393939394,0.24818732231611,1,8.10227272727275,0.233500028677092,0.0909090909090909,20.6089931573802,0.0937843456737597,0.032258064516129,8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"seatbelt","fasten",0.531128,"fasten","seatbelt",0.231,"0","1E-3","0",17,4,"3.44","V","11","0","6.53","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"father.mother","mother","father",6,554.49,4.45,10.55,4,1,13843,2768.6,"NN|VB",656.17,-0.62,1,"antonym","",0.706,0.597,4,0.55,631.393939393939,-0.356308298188611,1,592.225806451613,-0.419052230889059,0.967741935483871,-13.4848484848485,0.239762610930843,0,75.5161290322581,0.195998372118981,0,6,479.92,4.39,10.65,1,0,11103,2220.6,"NN",566.21,-0.67,1,48,"father","mother",0.411757736743304,0.383878931395376,0,"0.350560422","0","0.451907","0.706","0.597","father","mother",0.190763,"father","mother",0.706,"0.59699999999999998","0","2.2000000000000001E-3",4,183,"5.9","N","13","216","5.47","N","father","mother",0.706,0.597,0,"5.9","5.47",183,216,0,0.451907
